@GriffinLail There were multiple greatest soccer games of all time?,FALSE,0,GriffinLail,2019-04-18T04:15:24Z,FALSE,1118619039478239234,1118729717727866883,192548951,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shmikey_Real,0,FALSE,FALSE,NA,NA
"Noisey Acoustics: ""Still Clean"" - Soccer Mommy https://t.co/oMDKLGefzN via @YouTube",FALSE,0,NA,2019-04-18T04:15:22Z,FALSE,NA,1118729710295498753,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ghstmnthrd,0,FALSE,FALSE,NA,NA
"@CannonTalking @messileftfoot Messi is the one who has scored the most goals against the English clubs in UCL, 24 g… https://t.co/86ZAGQk43E",FALSE,0,CannonTalking,2019-04-18T04:15:15Z,TRUE,1116097696975208453,1118729682537603073,1079098491773820933,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SamuelDorcely,0,FALSE,FALSE,NA,NA
Soccer Beat Drop Vines #115 https://t.co/F8StIWOfDu https://t.co/EsdjTzw8W2,FALSE,0,NA,2019-04-18T04:15:06Z,FALSE,NA,1118729643463516161,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",medicinehelp,0,FALSE,FALSE,NA,NA
Can’t wait till soccer szn🥴 https://t.co/iALIPMGmIu,FALSE,0,NA,2019-04-18T04:13:40Z,FALSE,NA,1118729281809592320,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",romea_lennaaa,0,FALSE,FALSE,NA,NA
Your Thursday Briefing https://t.co/DqS7B0Gdzu - NYT https://t.co/cqz9fKqbqF,FALSE,0,NA,2019-04-18T04:13:03Z,FALSE,NA,1118729127748493312,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",walidmrealtor,0,FALSE,FALSE,NA,NA
"@tineywristwatch Have uou ever been to any, and I mean, high school event? They single people out all the time. Pro… https://t.co/mPuxhl3x4N",FALSE,0,tineywristwatch,2019-04-18T04:12:51Z,TRUE,1118728461114314754,1118729075789651969,69733177,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hunteryork1128,0,FALSE,FALSE,NA,NA
"Here are a few plays from my game last Sunday in the #SpringClassic  I'm #99 in the #white jersey

 @SLSGsoccer… https://t.co/K56mh8oDra",FALSE,0,NA,2019-04-18T04:11:57Z,TRUE,NA,1118728849058074624,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RennellJr,0,FALSE,FALSE,NA,NA
Emiliano Sala: Cardiff City Claim Nantes Broke FIFA Rules During Transfer as Feud Continues - I Geek Soccer -… https://t.co/g9yASXydfA,FALSE,0,NA,2019-04-18T04:11:25Z,TRUE,NA,1118728716513767429,NA,"<a href=""https://redseto.website"" rel=""nofollow"">redseto news</a>",Jaynarkliner,0,FALSE,FALSE,NA,NA
"@AOC I don't believe in caging kids, either. I think their parents should be caged, however, for putting their chil… https://t.co/SLg6NiIjD8",FALSE,0,AOC,2019-04-18T04:11:20Z,TRUE,1118597784054243328,1118728695777255424,138203134,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",WriterRomana,0,FALSE,FALSE,NA,NA
@HannahRKeyser can somebody just go up and soccer kick him?,FALSE,0,HannahRKeyser,2019-04-18T04:10:58Z,FALSE,1118558779346436096,1118728603078987776,231275873,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Rowland808,0,FALSE,FALSE,NA,NA
"⚽ @MACSports1986 WHITE DIVISION GIRLS' SOCCER FINAL
🗓 Wednesday, 4/17/2019

▶ @shoriansoccer 0
▶ @chippewa_soccer 0… https://t.co/UTksZR2s31",FALSE,0,NA,2019-04-18T04:10:17Z,TRUE,NA,1118728429439004672,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DSoccerCentral,0,FALSE,FALSE,NA,NA
