Guitar smashed. Time for another type of football. #GoTigersGo #DefendMemphis Thanks to @Memphis901FC for including… https://t.co/hfFQZ1D4nA,FALSE,1,NA,2019-04-11T00:15:27Z,TRUE,NA,1116132619496849408,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MemphisFB,0,FALSE,FALSE,NA,NA
Ohio State defensive end Nick Bosa is afraid to show his support for President Trump as this month’s National Footb… https://t.co/H7iJMQPUjs,FALSE,0,NA,2019-04-11T00:15:09Z,TRUE,NA,1116132541025652736,NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",dcexaminer,0,FALSE,FALSE,NA,NA
@THEsak9599 @yamanboo @GdoubleT The new Queen is the football players wife. He plays football.,FALSE,0,THEsak9599,2019-04-11T00:15:08Z,FALSE,1116131493397635073,1116132538764988416,566747934,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dookievision,0,FALSE,FALSE,NA,NA
@donniez4141 @coach_camp62 @NWSD_FOOTBALL @madipie62 Too old to know how #Twitter works 😂😂😂,FALSE,0,donniez4141,2019-04-11T00:15:07Z,FALSE,1116131853939900418,1116132534855905281,803760798178934784,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Coach_MBrooks,0,FALSE,FALSE,NA,NA
".@CUBuffsFootball spring update: Mel Tucker demands physical play 💪🏼

STORY➡ https://t.co/rS01pzIDnK

#GoBuffs https://t.co/3xM2xoFHCW",FALSE,0,NA,2019-04-11T00:15:00Z,FALSE,NA,1116132503830564865,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",cubuffs,0,FALSE,FALSE,NA,NA
"@TonyAndracki23 I, in my HS years, never wore more than a sleeveless t-shirt underneath my football pads.",FALSE,0,TonyAndracki23,2019-04-11T00:14:55Z,FALSE,1116130384088006657,1116132483504988161,114993019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jakelarsen,0,FALSE,FALSE,NA,NA
the real redistribution that needs to occur is the redistribution if seasoned food from the figg to suwannee until… https://t.co/iDvN6V7G1R,FALSE,0,NA,2019-04-11T00:14:48Z,TRUE,NA,1116132455428304896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",feacher_miles,0,FALSE,FALSE,NA,NA
@AaronLemingNFL Are the Bears going to sign anyone from the defunct Alliance of American Football??,FALSE,0,AaronLemingNFL,2019-04-11T00:14:48Z,FALSE,1116130881070960640,1116132453641486337,635721381,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",kevindavis338,0,FALSE,FALSE,NA,NA
"@cwbarr @jeremyneely I would contribute, but I know literally nothing about ... football, I’m assuming? 😂",FALSE,0,cwbarr,2019-04-11T00:14:41Z,FALSE,1116131463500574720,1116132425292308481,95504748,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sarahbelle721,0,FALSE,FALSE,NA,NA
"An academic progress rate at the top of FCS, one of the most beautiful campuses in the country and a football progr… https://t.co/CRNbI6VAIR",FALSE,3,NA,2019-04-11T00:14:23Z,TRUE,NA,1116132349203439616,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rwsantos2,0,FALSE,FALSE,NA,NA
"@cdotharrison @RockChalkTL1993 Considered an observation.

I can tell the difference when you’re being unbiased and… https://t.co/Wj4CNWAxJf",FALSE,0,cdotharrison,2019-04-11T00:14:13Z,TRUE,1116130469001801728,1116132308220829696,124185033,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alidpellakc,0,FALSE,FALSE,NA,NA
"#HititFirst  at TSB with new release @paniniamerica Honors Football half case breaks. Legendary cards await, rookie… https://t.co/ckEtO3yhu8",FALSE,0,NA,2019-04-11T00:14:02Z,TRUE,NA,1116132261341093888,NA,"<a href=""http://www.simplycast.com"" rel=""nofollow"">SimplyCast</a>",TopShelfBreaks,0,FALSE,FALSE,NA,NA
One more thing I need to learn before football season I guess. #redzone #endzone #pwnzone #whatisadown… https://t.co/tNtuejeQ15,FALSE,0,NA,2019-04-11T00:14:02Z,TRUE,NA,1116132260309282817,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realityJKE,0,FALSE,FALSE,NA,NA
You've got to love Ryan Fitzpatrick. Winning at the business of football and winning at life. #Dolphins #NFL https://t.co/S3gr9w4COY,FALSE,0,NA,2019-04-11T00:14:00Z,FALSE,NA,1116132252826722305,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",AtheistMission,0,FALSE,FALSE,NA,NA
Wall Asylumn Spring Football debut this Sunday.. Accurate Passes let’s go!!!! https://t.co/pyrg7U4qSN,FALSE,0,NA,2019-04-11T00:13:53Z,FALSE,NA,1116132221671354368,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DanteKain2,0,FALSE,FALSE,NA,NA
"""We came here, we tried to play our style of football...we weren't up to scratch."" #ACL2019 

https://t.co/4IIYNnmNSL",FALSE,0,NA,2019-04-11T00:13:43Z,FALSE,NA,1116132182047612929,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",GoalAustralia,0,FALSE,FALSE,NA,NA
"No more fucking around. Junior year, I'm coming for it all by any means. Weather its school, football or baseball.… https://t.co/2qb9gWWdZD",FALSE,0,NA,2019-04-11T00:13:41Z,TRUE,NA,1116132173977833473,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jacobvigil51,0,FALSE,FALSE,NA,NA
"Just got an invitation to a November Wedding in Australia 

I know it’s during football season, but this one I gotta go too",FALSE,0,NA,2019-04-11T00:13:37Z,FALSE,NA,1116132157955760129,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tygr316,0,FALSE,FALSE,NA,NA
"Minus the Bear
American Football
Have Heart
Defeater
Blink-182(pre self titled) https://t.co/BSQ4G9cZ2I",FALSE,0,NA,2019-04-11T00:13:37Z,FALSE,NA,1116132157607616512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PuckNGS,0,FALSE,FALSE,NA,NA
"NFL Football Street Sign Ave 4""x 24"" Pick Team  ( 2358 Watch count)  https://t.co/T1cjxxNOz6",FALSE,0,NA,2019-04-11T00:13:27Z,FALSE,NA,1116132114846638080,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Daukyo_Viagci,0,FALSE,FALSE,NA,NA
When some people are sad about a college football player that only had two to three years of professional years in… https://t.co/wF8plB8YDG,FALSE,0,NA,2019-04-11T00:13:18Z,TRUE,NA,1116132075625701376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Joesportscaller,0,FALSE,FALSE,NA,NA
Kalispell Defends Home Win Streak - NCAA Football 14 Dynasty Year 10 - G... https://t.co/4o04xx7gTT via @YouTube,FALSE,0,NA,2019-04-11T00:13:15Z,FALSE,NA,1116132065391542273,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",redsoxicon,0,FALSE,FALSE,NA,NA
"Annual youth football coaches clinic on Saturday, 5/11 from 8 am - noon.  Please spread the word to area youth foot… https://t.co/0uZFfbVgWe",FALSE,1,NA,2019-04-11T00:13:15Z,TRUE,NA,1116132062388457472,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GarnetValleyFB,1,FALSE,FALSE,NA,NA
"In a high school football game, tackling Donovan McNabb several times. It was like running into a mailbox at full s… https://t.co/Uvuy5vftBL",FALSE,6,NA,2019-04-11T00:13:13Z,TRUE,NA,1116132057871212544,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",gin_and_tacos,1,FALSE,FALSE,NA,NA
@coach_camp62 @NWSD_FOOTBALL @madipie62 Oops I thought this was Dawn,FALSE,0,coach_camp62,2019-04-11T00:13:08Z,FALSE,1116129463660625920,1116132035179970563,925442448691785728,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",donniez4141,0,FALSE,FALSE,NA,NA
"Crazy times.....         
 Inside the tech experiment that wants to change football forever - via @ESPN App https://t.co/TvfKF49tFY",FALSE,0,NA,2019-04-11T00:13:08Z,FALSE,NA,1116132034391490561,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rickhillNC,0,FALSE,FALSE,NA,NA
Focused on my football career more than anything else in my life.. facts..,FALSE,2,NA,2019-04-11T00:13:03Z,FALSE,NA,1116132012413218817,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JAEJAEOS,0,FALSE,FALSE,NA,NA
